canonical_tag,synonym_count,synonyms,applied_counts,total_applied,max_applied,creation_dates,earliest_synonym,latest_synonym
pickle,3,unpickling|cpickle|pickle-dump,5|26|1,32,26,2013-12-03|2013-12-03|2013-12-05,2013-12-03,2013-12-05
google-app-maker,1,appmaker,32,32,32,2019-02-20,2019-02-20,2019-02-20
model-context-protocol,1,mcp,32,32,32,2025-06-23,2025-06-23,2025-06-23
pdf.js,1,pdfjs,31,31,31,2022-04-06,2022-04-06,2022-04-06
parent,1,parents,31,31,31,2018-08-21,2018-08-21,2018-08-21
nearprotocol,1,near,31,31,31,2022-07-13,2022-07-13,2022-07-13
google-fusion-tables,1,fusion-tables,31,31,31,2012-04-30,2012-04-30,2012-04-30
onedrive,1,onedrive-api,31,31,31,2017-08-13,2017-08-13,2017-08-13
ebook,1,ebooks,31,31,31,2010-09-25,2010-09-25,2010-09-25
declaration,1,declarations,31,31,31,2015-05-25,2015-05-25,2015-05-25
open-closed-principle,1,ocp,31,31,31,2019-03-05,2019-03-05,2019-03-05
chm,1,htmlhelp,31,31,31,2010-08-25,2010-08-25,2010-08-25
recycle-bin,1,trash,31,31,31,2019-05-01,2019-05-01,2019-05-01
ehcache-bigmemory,1,bigmemory,31,31,31,2011-08-25,2011-08-25,2011-08-25
discount,1,discounts,31,31,31,2018-09-20,2018-09-20,2018-09-20
ruby-on-rails-6,1,rails6,31,31,31,2020-09-17,2020-09-17,2020-09-17
android-r8,1,r8,30,30,30,2020-01-27,2020-01-27,2020-01-27
self-reference,2,self-referencing|self-referential,15|15,30,15,2013-12-20|2013-12-20,2013-12-20,2013-12-20
ruby-grape,2,grape-api|grape,18|12,30,18,2022-05-09|2022-05-09,2022-05-09,2022-05-09
indexeddb,1,idb,30,30,30,2014-03-13,2014-03-13,2014-03-13
eclipse-3.5,1,eclipse-galileo,30,30,30,2010-07-16,2010-07-16,2010-07-16
type-inference,2,inferred-type|infer,1|29,30,29,2024-07-23|2019-05-01,2019-05-01,2024-07-23
auto-generate,2,auto-generated|auto-generation,27|3,30,27,2010-09-10|2010-09-10,2010-09-10,2010-09-10
vonage,1,nexmo,30,30,30,2021-06-15,2021-06-15,2021-06-15
slim,1,slimframework,30,30,30,2016-03-23,2016-03-23,2016-03-23
webdeploy,1,msdeploy,30,30,30,2011-12-30,2011-12-30,2011-12-30
django-models,2,django-imagefield|django-fields,10|20,30,20,2015-01-18|2015-01-18,2015-01-18,2015-01-18
xml-namespaces,1,xmlns,30,30,30,2013-09-05,2013-09-05,2013-09-05
rate,1,rates,30,30,30,2018-09-20,2018-09-20,2018-09-20
jquery-selectors,1,jquery-selector,30,30,30,2010-08-16,2010-08-16,2010-08-16
3d,1,3d-graphics,29,29,29,2011-09-11,2011-09-11,2011-09-11
c++17,1,c++1z,29,29,29,2018-01-12,2018-01-12,2018-01-12
velo,3,corvid|wixcode|wix.com,5|5|19,29,19,2020-03-24|2021-01-05|2018-02-19,2018-02-19,2021-01-05
shapefile,1,shp,29,29,29,2019-05-07,2019-05-07,2019-05-07
header-files,1,header-file,29,29,29,2011-05-12,2011-05-12,2011-05-12
comobject,1,com-object,29,29,29,2018-09-21,2018-09-21,2018-09-21
float,1,floats,28,28,28,2011-03-25,2011-03-25,2011-03-25
google-wallet,1,android-pay,28,28,28,2015-09-11,2015-09-11,2015-09-11
smart-pointers,1,smart-pointer,28,28,28,2010-08-30,2010-08-30,2010-08-30
javascript-events,1,javascript-event,28,28,28,2010-07-23,2010-07-23,2010-07-23
android-framelayout,1,framelayout,28,28,28,2019-03-13,2019-03-13,2019-03-13
applicative,1,applicative-functor,28,28,28,2012-10-29,2012-10-29,2012-10-29
android-appcompat,10,appcompat-v7|appcompat-v7-r21|appcompat-v7-r22.1|appcompat-v7-r22.2|appcompat-v7-r23|appcompat-v7-r23.1|appcompat-v7-r23.2|appcompat-v7-r24|appcompat-v7-r25|appcompat,2|0|0|0|0|0|0|0|0|26,28,26,2019-08-07|2019-08-07|2019-08-07|2019-08-07|2019-08-07|2019-08-07|2019-08-07|2019-08-07|2019-08-07|2019-05-04,2019-05-04,2019-08-07
hardcode,2,hardcoded|hard-coding,21|7,28,21,2022-04-29|2022-04-29,2022-04-29,2022-04-29
django-authentication,1,django-auth,28,28,28,2012-03-02,2012-03-02,2012-03-02
spring-boot-actuator,1,spring-actuator,28,28,28,2022-07-19,2022-07-19,2022-07-19
apache-calcite,1,calcite,28,28,28,2018-12-21,2018-12-21,2018-12-21
azure-storage,1,windows-azure-storage,28,28,28,2014-12-10,2014-12-10,2014-12-10
activerecord,2,activerecord-relation|active-record-query,11|17,28,17,2015-07-07|2015-07-07,2015-07-07,2015-07-07
google-apis-explorer,1,google-api-explorer,28,28,28,2018-08-31,2018-08-31,2018-08-31
textview,1,android-textview,28,28,28,2019-05-07,2019-05-07,2019-05-07
google-api-js-client,1,gapi,27,27,27,2020-07-30,2020-07-30,2020-07-30
pixelsense,1,microsoft-surface,27,27,27,2012-06-20,2012-06-20,2012-06-20
vk,1,vkontakte,27,27,27,2013-06-23,2013-06-23,2013-06-23
unix-timestamp,1,unix-time,27,27,27,2010-09-25,2010-09-25,2010-09-25
fedex,2,fedex-api|fedex-shipping,16|11,27,16,2015-06-23|2015-06-23,2015-06-23,2015-06-23
android-5.0-lollipop,2,android-lollipop|android-l,15|12,27,15,2014-11-28|2014-10-17,2014-10-17,2014-11-28
exponent,1,exponents,27,27,27,2016-12-17,2016-12-17,2016-12-17
acrobat,1,adobe-acrobat,27,27,27,2011-03-04,2011-03-04,2011-03-04
spam-prevention,5,spamming|antispam|spam-blocking|spam-detection|spam-filtering,11|10|1|4|1,27,11,2014-12-08|2014-12-08|2014-12-08|2014-12-08|2014-12-08,2014-12-08,2014-12-08
memoization,1,memoize,27,27,27,2010-11-11,2010-11-11,2010-11-11
subview,1,subviews,27,27,27,2018-08-27,2018-08-27,2018-08-27
chicken-scheme,1,chicken,27,27,27,2012-07-25,2012-07-25,2012-07-25
jquery-templates,1,jquery-tmpl,27,27,27,2010-11-29,2010-11-29,2010-11-29
light,1,lights,27,27,27,2018-09-13,2018-09-13,2018-09-13
single-responsibility-principle,2,srp|single-responsibility,14|13,27,14,2019-03-05|2010-07-16,2010-07-16,2019-03-05
r-exams,1,exams,27,27,27,2019-05-03,2019-05-03,2019-05-03
next.js13,1,nextjs13,27,27,27,2023-09-03,2023-09-03,2023-09-03
windows-desktop-gadgets,3,vista-sidebar|vista-gadget|windows-sidebar,0|23|4,27,23,2010-07-30|2010-07-30|2010-07-22,2010-07-22,2010-07-30
windows-phone-7.1,1,windows-phone-mango,27,27,27,2011-06-22,2011-06-22,2011-06-22
powershell-core,1,pwsh,26,26,26,2019-02-04,2019-02-04,2019-02-04
h2,1,h2db,26,26,26,2015-10-05,2015-10-05,2015-10-05
custom-events,1,custom-event,26,26,26,2018-09-20,2018-09-20,2018-09-20
method-resolution-order,1,mro,26,26,26,2014-04-16,2014-04-16,2014-04-16
revision,1,revisions,26,26,26,2018-07-11,2018-07-11,2018-07-11
16-bit,1,16bit,26,26,26,2019-05-26,2019-05-26,2019-05-26
encoding,1,encodings,26,26,26,2010-10-23,2010-10-23,2010-10-23
shinyapps,1,shinyapps.io,26,26,26,2019-05-03,2019-05-03,2019-05-03
netty,1,jboss-netty,26,26,26,2010-08-05,2010-08-05,2010-08-05
xml-parsing,2,parsexml|xml-parser,9|16,25,16,2017-12-05|2011-08-08,2011-08-08,2017-12-05
decoupling,1,decouple,25,25,25,2010-09-25,2010-09-25,2010-09-25
document-ready,1,document.ready,25,25,25,2015-04-30,2015-04-30,2015-04-30
javascript-objects,1,javascriptobject,25,25,25,2010-07-23,2010-07-23,2010-07-23
mpich,1,mpich2,25,25,25,2014-03-22,2014-03-22,2014-03-22
matcher,1,matchers,25,25,25,2014-01-26,2014-01-26,2014-01-26
antialiasing,1,anti-aliasing,25,25,25,2022-03-04,2022-03-04,2022-03-04
wordle-game,1,wordle,25,25,25,2022-03-23,2022-03-23,2022-03-23
affiliate,1,affiliates,25,25,25,2018-09-19,2018-09-19,2018-09-19
touch-event,2,ontouchevent|touch-events,11|14,25,14,2019-05-25|2018-09-17,2018-09-17,2019-05-25
hsqldb,1,hsql,25,25,25,2010-08-24,2010-08-24,2010-08-24
openshift,1,openshift-enterprise,25,25,25,2015-11-17,2015-11-17,2015-11-17
flask,1,flask-blueprint,25,25,25,2014-12-10,2014-12-10,2014-12-10
azure-container-instances,1,aci,24,24,24,2019-05-09,2019-05-09,2019-05-09
jquery-ui-resizable,1,jquery-resizable,24,24,24,2016-07-02,2016-07-02,2016-07-02
pushdown-automaton,1,pda,24,24,24,2019-03-10,2019-03-10,2019-03-10
python-importlib,1,importlib,24,24,24,2021-05-14,2021-05-14,2021-05-14
odoo-8,1,openerp-8,24,24,24,2015-06-11,2015-06-11,2015-06-11
mobile-website,1,mobile-web,24,24,24,2013-07-15,2013-07-15,2013-07-15
non-printing-characters,1,non-printable,24,24,24,2017-12-13,2017-12-13,2017-12-13
urlfetch,1,urlfetchapp,24,24,24,2020-06-15,2020-06-15,2020-06-15
uniqueidentifier,1,unique-id,24,24,24,2018-05-29,2018-05-29,2018-05-29
static-site-generation,1,ssg,24,24,24,2021-05-29,2021-05-29,2021-05-29
uinavigationcontroller,2,navigationcontroller|uinavigation,23|1,24,23,2012-02-18|2019-12-10,2012-02-18,2019-12-10
reflection,1,reflect,24,24,24,2019-11-21,2019-11-21,2019-11-21
mkmapview,1,uimapview,24,24,24,2013-09-22,2013-09-22,2013-09-22
lookup-tables,1,lookup-table,24,24,24,2010-10-23,2010-10-23,2010-10-23
github-actions,1,github-workflow,24,24,24,2021-02-04,2021-02-04,2021-02-04
amazon-simpledb,1,simpledb,24,24,24,2010-08-02,2010-08-02,2010-08-02
extra,1,extras,24,24,24,2018-09-20,2018-09-20,2018-09-20
view-helpers,1,viewhelper,24,24,24,2018-09-17,2018-09-17,2018-09-17
debouncing,1,debounce,24,24,24,2022-10-25,2022-10-25,2022-10-25
powershell,1,windows-powershell,24,24,24,2010-08-03,2010-08-03,2010-08-03
stl,1,stl-containers,24,24,24,2011-01-17,2011-01-17,2011-01-17
dataformat,1,data-formats,24,24,24,2018-09-20,2018-09-20,2018-09-20
controlpanel,1,control-panel,24,24,24,2018-09-21,2018-09-21,2018-09-21
zone,1,zones,23,23,23,2018-09-20,2018-09-20,2018-09-20
multiple-columns,1,multi-column,23,23,23,2015-08-07,2015-08-07,2015-08-07
dvcs,1,dcvs,23,23,23,2010-08-16,2010-08-16,2010-08-16
linq-to-nhibernate,1,linq2nhibernate,23,23,23,2010-08-11,2010-08-11,2010-08-11
azure-data-factory,6,azure-integration-runtime|azure-copy-activity|azure-data-factory-pipeline|azure-data-flow|azure-data-factory-2|azure-adf,1|0|2|3|0|17,23,17,2021-05-20|2023-04-10|2021-05-20|2021-06-16|2023-04-10|2022-12-06,2021-05-20,2023-04-10
twilio-twiml,1,twiml,23,23,23,2019-08-20,2019-08-20,2019-08-20
vis.js,1,visjs,23,23,23,2018-07-11,2018-07-11,2018-07-11
mongodb-.net-driver,5,mongodb.driver|mongodb-csharp|mongo-csharp-driver|mongocsharpdriver|mongodb-csharp-driver,16|1|1|2|3,23,16,2022-03-01|2017-08-13|2017-08-13|2017-08-13|2011-05-24,2011-05-24,2022-03-01
alpine.js,1,alpinejs,23,23,23,2022-07-07,2022-07-07,2022-07-07
sql-grant,1,grant,23,23,23,2022-04-18,2022-04-18,2022-04-18
google-talk,1,gtalk,23,23,23,2013-10-21,2013-10-21,2013-10-21
disassembly,2,disassembler|disassembling,18|5,23,18,2013-03-13|2013-03-13,2013-03-13,2013-03-13
character-encoding,1,charset-table,23,23,23,2013-03-10,2013-03-10,2013-03-10
pagination,1,paginate,23,23,23,2021-06-17,2021-06-17,2021-06-17
deb,1,.deb,23,23,23,2011-09-16,2011-09-16,2011-09-16
avatar,1,avatars,23,23,23,2018-09-20,2018-09-20,2018-09-20
registry,1,windows-registry,23,23,23,2011-11-30,2011-11-30,2011-11-30
rust-diesel,1,diesel,23,23,23,2022-12-14,2022-12-14,2022-12-14
last-insert-id,1,lastinsertid,23,23,23,2018-09-21,2018-09-21,2018-09-21
distributed,1,decentralized,22,22,22,2019-02-21,2019-02-21,2019-02-21
globalization,2,g11n|globalisation,4|18,22,18,2010-08-09|2010-08-08,2010-08-08,2010-08-09
linden-scripting-language,2,secondlife|lsl,10|12,22,12,2019-06-08|2019-06-08,2019-06-08,2019-06-08
pass-by-reference,2,call-by-reference|passing-by-reference,14|8,22,14,2014-12-28|2010-09-10,2010-09-10,2014-12-28
unreal-engine5,1,ue5,22,22,22,2022-12-27,2022-12-27,2022-12-27
laravel-backpack,1,backpack-for-laravel,22,22,22,2021-10-15,2021-10-15,2021-10-15
datetime,3,datetime-manipulation|datetime-operation|datetime-functions,10|1|11,22,11,2014-03-16|2013-10-06|2013-10-06,2013-10-06,2014-03-16
file-type,1,filetypes,22,22,22,2012-01-25,2012-01-25,2012-01-25
instance-methods,1,instance-method,22,22,22,2018-09-20,2018-09-20,2018-09-20
mpeg,1,mpg,22,22,22,2013-09-26,2013-09-26,2013-09-26
hint,1,hints,22,22,22,2022-05-16,2022-05-16,2022-05-16
azure-cognitive-search,1,azure-search,22,22,22,2019-11-01,2019-11-01,2019-11-01
icc,2,intel-c++|icpc,0|22,22,22,2017-02-21|2017-02-21,2017-02-21,2017-02-21
static-methods,1,static-method,22,22,22,2012-05-05,2012-05-05,2012-05-05
xna-4.0,1,xna4.0,22,22,22,2012-08-08,2012-08-08,2012-08-08
mousewheel,1,scrollwheel,22,22,22,2017-12-22,2017-12-22,2017-12-22
data-warehouse,1,data-warehousing,22,22,22,2010-07-16,2010-07-16,2010-07-16
treemap,1,treemaps,21,21,21,2018-09-04,2018-09-04,2018-09-04
conversion,1,conversions,21,21,21,2010-08-02,2010-08-02,2010-08-02
file-copying,1,copyfile,21,21,21,2019-05-04,2019-05-04,2019-05-04
android-multidex,1,multidex,21,21,21,2019-07-09,2019-07-09,2019-07-09
create-react-app,2,cra|react-create-app,21|0,21,21,2022-08-31|2022-07-18,2022-07-18,2022-08-31
sms,3,short-message-service|text-message|text-messages,0|17|4,21,17,2013-01-25|2010-09-23|2010-09-23,2010-09-23,2013-01-25
hidden-field,2,hiddenfield|hidden-fields,20|1,21,20,2018-08-31|2018-08-31,2018-08-31,2018-08-31
dynamics-al,1,al,21,21,21,2022-01-14,2022-01-14,2022-01-14
web-project,1,webproject,21,21,21,2018-09-21,2018-09-21,2018-09-21
proof,1,proofs,21,21,21,2018-09-20,2018-09-20,2018-09-20
details,1,detail,21,21,21,2018-09-20,2018-09-20,2018-09-20
jmeter,1,apache-jmeter,21,21,21,2015-01-08,2015-01-08,2015-01-08
composite-controls,1,compositecontrol,21,21,21,2010-09-10,2010-09-10,2010-09-10
bundler,1,gem-bundler,21,21,21,2012-08-17,2012-08-17,2012-08-17
pid,1,processid,21,21,21,2013-01-31,2013-01-31,2013-01-31
eclipse-plugin,2,eclipse-plugin-dev|eclipse-plugins,3|18,21,18,2014-05-30|2010-10-23,2010-10-23,2014-05-30
aspnetboilerplate,1,asp.net-boilerplate,21,21,21,2017-11-14,2017-11-14,2017-11-14
eleventy,1,11ty,21,21,21,2022-03-13,2022-03-13,2022-03-13
jcomponent,1,jcomponents,21,21,21,2011-03-16,2011-03-16,2011-03-16
derby,1,apache-derby,20,20,20,2010-08-18,2010-08-18,2010-08-18
elixir-iex,1,iex,20,20,20,2021-01-05,2021-01-05,2021-01-05
discrete-mathematics,1,discretemath,20,20,20,2010-10-01,2010-10-01,2010-10-01
alt-attribute,1,alt,20,20,20,2015-07-08,2015-07-08,2015-07-08
trusted-web-activity,1,twa,20,20,20,2021-01-30,2021-01-30,2021-01-30
avi,1,.avi,20,20,20,2010-08-06,2010-08-06,2010-08-06
for-in-loop,1,for-in,20,20,20,2011-11-04,2011-11-04,2011-11-04
virtuoso,1,openlink-virtuoso,20,20,20,2017-10-18,2017-10-18,2017-10-18
jax-rs,1,javax.ws.rs,20,20,20,2016-07-10,2016-07-10,2016-07-10
jqgrid,1,jquery-grid,20,20,20,2010-11-20,2010-11-20,2010-11-20
lego-mindstorms,2,mindstorms|lego,2|18,20,18,2022-06-06|2022-06-06,2022-06-06,2022-06-06
terminal,1,terminals,20,20,20,2012-06-07,2012-06-07,2012-06-07
laravel-6,1,laravel-6.2,20,20,20,2020-08-25,2020-08-25,2020-08-25
annotation-processing,1,annotation-processor,20,20,20,2017-07-08,2017-07-08,2017-07-08
8-bit,1,8bit,20,20,20,2019-05-24,2019-05-24,2019-05-24
web-parts,3,visual-web-part|webpartzone|web-part,4|5|11,20,11,2011-02-01|2011-02-01|2011-02-01,2011-02-01,2011-02-01
datepicker,2,datapicker|datepicker-ui,15|5,20,15,2017-11-28|2013-03-08,2013-03-08,2017-11-28
sitemap,1,sitemaps,19,19,19,2012-06-10,2012-06-10,2012-06-10
filestream,1,filestreams,19,19,19,2018-08-26,2018-08-26,2018-08-26
.net-micro-framework,1,netmf,19,19,19,2013-07-11,2013-07-11,2013-07-11
powershell-cmdlet,3,pscmdlet|cmdlet|cmdlets,0|18|1,19,18,2022-03-29|2022-03-29|2022-03-29,2022-03-29,2022-03-29
file-locking,1,filelock,19,19,19,2013-09-17,2013-09-17,2013-09-17
google-chrome-os,1,chrome-os,19,19,19,2010-07-17,2010-07-17,2010-07-17
url-pattern,1,urlpatterns,19,19,19,2013-01-12,2013-01-12,2013-01-12
supabase,1,supabase-auth,19,19,19,2022-09-06,2022-09-06,2022-09-06
pointer-aliasing,1,aliasing,19,19,19,2022-03-04,2022-03-04,2022-03-04
android-10.0,2,android-10.0-q|androidq,0|19,19,19,2019-09-05|2019-09-05,2019-09-05,2019-09-05
undefined-behavior,1,undefined-behaviour,19,19,19,2011-08-20,2011-08-20,2011-08-20
product-variations,2,product-variants|variable-product,0|19,19,19,2022-11-07|2022-11-07,2022-11-07,2022-11-07
panoramas,1,panoramic,19,19,19,2014-11-29,2014-11-29,2014-11-29
mstest,1,vs-unit-testing-framework,19,19,19,2016-02-11,2016-02-11,2016-02-11
javascript-automation,1,jxa,19,19,19,2019-06-08,2019-06-08,2019-06-08
mvc-mini-profiler,2,mvcminiprofiler|mini-profiler,1|18,19,18,2018-09-21|2011-09-15,2011-09-15,2018-09-21
googlemock,1,gmock,19,19,19,2012-07-12,2012-07-12,2012-07-12
file-structure,1,filestructure,19,19,19,2018-09-21,2018-09-21,2018-09-21
fortify,2,fortify-software|fortify360,16|3,19,16,2014-10-26|2014-10-25,2014-10-25,2014-10-26
routed-events,2,routedevent|routedevents,16|3,19,16,2018-09-19|2018-09-19,2018-09-19,2018-09-19
void-pointers,1,void-pointer,19,19,19,2011-02-20,2011-02-20,2011-02-20
return-value-optimization,1,rvo,19,19,19,2012-05-12,2012-05-12,2012-05-12
connection-pooling,1,connectionpool,19,19,19,2010-09-28,2010-09-28,2010-09-28
julian-date,1,julian,19,19,19,2019-05-30,2019-05-30,2019-05-30
year2038,2,2038|y2k38,13|6,19,13,2010-10-01|2010-10-01,2010-10-01,2010-10-01
dispose,3,disposal|disposing|dispose-pattern,3|14|2,19,14,2013-11-06|2013-11-06|2013-11-06,2013-11-06,2013-11-06
double-buffering,1,doublebuffered,19,19,19,2010-10-01,2010-10-01,2010-10-01
keyboard,1,keyboards,19,19,19,2010-08-22,2010-08-22,2010-08-22
prometheus-alertmanager,1,alertmanager,19,19,19,2023-08-10,2023-08-10,2023-08-10
calculated-columns,3,generated-columns|computed-columns|computed-column,0|2|16,18,16,2020-02-16|2015-08-07|2011-05-23,2011-05-23,2020-02-16
cuda-uva,1,uva,18,18,18,2020-07-07,2020-07-07,2020-07-07
sql-server-2016,1,sql2016,18,18,18,2017-09-05,2017-09-05,2017-09-05
singlestore,1,memsql,18,18,18,2020-11-13,2020-11-13,2020-11-13
email-attachments,1,email-attachment,18,18,18,2010-08-11,2010-08-11,2010-08-11
session-cookies,1,session-cookie,18,18,18,2010-09-10,2010-09-10,2010-09-10
azure-service-fabric,1,service-fabric,18,18,18,2019-05-03,2019-05-03,2019-05-03
systems-programming,1,system-programming,18,18,18,2013-07-24,2013-07-24,2013-07-24
glob,1,globbing,18,18,18,2016-01-06,2016-01-06,2016-01-06
downcast,1,downcasting,18,18,18,2019-01-17,2019-01-17,2019-01-17
wso2-identity-server,2,wso2-is|wso2is,2|16,18,16,2022-06-13|2022-06-13,2022-06-13,2022-06-13
lotus-notes,1,ibm-notes,18,18,18,2014-07-17,2014-07-17,2014-07-17
maximize,1,maximization,18,18,18,2015-06-12,2015-06-12,2015-06-12
python-3.5,1,python-3.5.2,18,18,18,2016-11-07,2016-11-07,2016-11-07
vehicle-routing,1,vrp,18,18,18,2022-09-06,2022-09-06,2022-09-06
ibm-mq,2,websphere-mq|mqseries,10|8,18,10,2016-12-17|2016-12-17,2016-12-17,2016-12-17
abp-framework,2,abp|abp.io,15|3,18,15,2024-05-31|2024-05-31,2024-05-31,2024-05-31
wcf-data-services,3,ado-net-data-services|ado-net-dataservices|ado.net-data-services,0|1|17,18,17,2010-09-10|2010-09-10|2010-10-03,2010-09-10,2010-10-03
key-bindings,1,key-binding,18,18,18,2010-07-16,2010-07-16,2010-07-16
google-api-nodejs-client,1,google-auth-library-nodejs,18,18,18,2020-11-04,2020-11-04,2020-11-04
combobox,1,comboboxes,18,18,18,2014-10-29,2014-10-29,2014-10-29
form-helpers,1,formhelper,18,18,18,2018-09-20,2018-09-20,2018-09-20
return,1,return-statement,18,18,18,2015-02-01,2015-02-01,2015-02-01
spark-java,1,spark-framework,18,18,18,2018-06-19,2018-06-19,2018-06-19
pandas-loc,1,.loc,18,18,18,2022-01-31,2022-01-31,2022-01-31
invalidation,1,invalidate,17,17,17,2019-02-09,2019-02-09,2019-02-09
matomo,1,piwik,17,17,17,2018-02-23,2018-02-23,2018-02-23
left-join,1,left-outer-join,17,17,17,2013-10-22,2013-10-22,2013-10-22
getmethod,1,get-method,17,17,17,2018-09-21,2018-09-21,2018-09-21
modalpopup,2,modalpopups|modal-popup,7|10,17,10,2018-09-20|2018-09-20,2018-09-20,2018-09-20
usb-drive,1,pendrive,17,17,17,2019-03-29,2019-03-29,2019-03-29
windows-task-scheduler,4,schtasks|windows-scheduler|windowstaskschedule|schtasks.exe,15|0|0|2,17,15,2019-12-11|2019-12-11|2019-12-11|2019-12-11,2019-12-11,2019-12-11
freemarker,1,ftl,17,17,17,2022-06-29,2022-06-29,2022-06-29
type-systems,1,typesystem,17,17,17,2011-04-16,2011-04-16,2011-04-16
python-2to3,2,2to3|py2to3,17|0,17,17,2016-10-25|2016-10-25,2016-10-25,2016-10-25
treenode,1,tree-nodes,17,17,17,2018-09-05,2018-09-05,2018-09-05
processing,1,processing.org,17,17,17,2010-12-13,2010-12-13,2010-12-13
angular-reactive-forms,1,reactive-forms,17,17,17,2021-02-05,2021-02-05,2021-02-05
mac-catalyst,1,maccatalyst,17,17,17,2020-07-13,2020-07-13,2020-07-13
recurrence,1,recurrence-relation,17,17,17,2013-11-05,2013-11-05,2013-11-05
hadoop,1,apache-hadoop,17,17,17,2012-12-29,2012-12-29,2012-12-29
sql-server-2008-r2,1,sql2008r2,17,17,17,2012-10-24,2012-10-24,2012-10-24
renderscript,1,android-renderscript,17,17,17,2020-09-18,2020-09-18,2020-09-18
opayo,1,sagepay,17,17,17,2020-11-02,2020-11-02,2020-11-02
aws-sam,1,serverless-application-model,17,17,17,2021-08-27,2021-08-27,2021-08-27
web-audio-api,2,javascript-audio-api|web-audio,3|14,17,14,2021-02-19|2019-08-13,2019-08-13,2021-02-19
gsap,5,greensock|timelinelite|timelinemax|tweenlite|tweenmax,10|0|1|0|6,17,10,2020-10-26|2020-10-26|2020-10-26|2020-10-26|2020-10-26,2020-10-26,2020-10-26
gateway,1,gateways,17,17,17,2018-09-05,2018-09-05,2018-09-05
eventqueue,1,event-queue,16,16,16,2018-09-21,2018-09-21,2018-09-21
standards-compliance,2,compliant|conformance,1|15,16,15,2022-05-03|2013-10-08,2013-10-08,2022-05-03
google-reader,1,google-reader-api,16,16,16,2011-03-04,2011-03-04,2011-03-04
twitter-bootstrap,1,bootstrap-framework,16,16,16,2016-03-18,2016-03-18,2016-03-18
google-signin,2,googlesigninapi|google-login,0|16,16,16,2022-02-28|2022-02-28,2022-02-28,2022-02-28
web-content,1,webcontent,16,16,16,2018-09-21,2018-09-21,2018-09-21
event-viewer,1,eventviewer,16,16,16,2017-05-24,2017-05-24,2017-05-24
global,1,globals,16,16,16,2022-03-18,2022-03-18,2022-03-18
azure-language-understanding,4,azure-ai-language|luis.ai|azure-luis|luis,0|0|0|16,16,16,2023-08-18|2021-02-05|2020-10-28|2020-10-28,2020-10-28,2023-08-18
european-data-format,1,edf,16,16,16,2019-05-03,2019-05-03,2019-05-03
pane,1,panes,16,16,16,2018-09-20,2018-09-20,2018-09-20
c3p0,1,c3po,16,16,16,2011-01-18,2011-01-18,2011-01-18
external,1,externals,16,16,16,2018-08-18,2018-08-18,2018-08-18
member-functions,1,member-function,16,16,16,2017-08-13,2017-08-13,2017-08-13
cypher,1,cypher-query,16,16,16,2020-09-09,2020-09-09,2020-09-09
azure-bicep,1,bicep,16,16,16,2024-09-22,2024-09-22,2024-09-22
instruction-set,2,instruction-set-architecture|isa,0|16,16,16,2021-01-06|2021-01-06,2021-01-06,2021-01-06
posix,1,posix-api,16,16,16,2018-05-05,2018-05-05,2018-05-05
